voc_id,customer_id,received_date,channel,voc_type,category,content,sentiment
V0455,C165,2024-09-02,고객센터전화,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0456,C166,2024-11-13,고객센터전화,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0457,C166,2024-04-09,SNS,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0458,C166,2024-04-16,이메일,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0459,C166,2024-03-25,SNS,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0460,C167,2024-02-27,고객센터전화,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0461,C167,2024-07-11,이메일,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0462,C167,2024-09-23,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0463,C168,2024-06-04,이메일,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0464,C168,2024-07-10,이메일,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0465,C168,2024-05-24,이메일,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0466,C169,2024-12-19,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0467,C169,2024-05-08,고객센터전화,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0468,C169,2024-05-11,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0469,C170,2024-09-11,고객센터전화,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0470,C170,2024-05-18,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0471,C171,2024-10-23,앱리뷰,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0472,C171,2024-10-26,이메일,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0473,C171,2024-09-03,앱리뷰,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0474,C171,2024-09-06,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0475,C172,2024-09-26,이메일,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0476,C173,2024-05-18,이메일,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0477,C174,2024-12-28,이메일,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0478,C174,2024-06-23,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0479,C174,2024-01-15,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0480,C174,2024-06-14,앱리뷰,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0481,C175,2024-02-20,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0482,C175,2024-10-18,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0483,C175,2024-03-16,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0484,C176,2024-12-01,고객센터전화,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0485,C176,2024-02-23,고객센터전화,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0486,C177,2024-06-04,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0487,C177,2024-10-12,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0488,C177,2024-02-10,고객센터전화,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0489,C177,2024-02-03,앱리뷰,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0490,C178,2024-06-09,SNS,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0491,C178,2024-01-07,SNS,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0492,C179,2024-08-20,고객센터전화,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0493,C179,2024-05-09,SNS,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0494,C179,2024-02-13,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0495,C179,2024-01-19,SNS,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0496,C180,2024-02-21,이메일,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0497,C181,2024-07-09,고객센터전화,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0498,C181,2024-01-01,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0499,C182,2024-03-05,앱리뷰,칭찬,서비스,앱 업데이트 후 많이 편해졌어요. 개발팀 수고하셨습니다.,긍정
V0500,C183,2024-02-15,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0501,C183,2024-12-28,SNS,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0502,C183,2024-01-19,앱리뷰,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0503,C184,2024-02-06,고객센터전화,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0504,C184,2024-07-05,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0505,C185,2024-02-06,이메일,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0506,C185,2024-10-05,고객센터전화,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0507,C185,2024-12-31,고객센터전화,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0508,C186,2024-12-31,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0509,C186,2024-12-23,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0510,C186,2024-12-03,앱리뷰,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0511,C186,2024-02-24,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0512,C187,2024-07-27,고객센터전화,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0513,C187,2024-11-24,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0514,C187,2024-11-30,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0515,C187,2024-09-19,앱리뷰,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0516,C188,2024-02-13,이메일,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0517,C188,2024-07-18,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0518,C188,2024-01-09,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0519,C189,2024-02-25,앱리뷰,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0520,C190,2024-05-06,고객센터전화,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0521,C190,2024-07-30,앱리뷰,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0522,C190,2024-07-24,앱리뷰,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0523,C191,2024-04-09,앱리뷰,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0524,C191,2024-10-09,SNS,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0525,C191,2024-08-05,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0526,C191,2024-05-15,SNS,제안,앱기능,가족 데이터 공유 기능을 추가해 주시면 정말 유용할 것 같아요.,중립
V0527,C192,2024-05-03,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0528,C192,2024-03-19,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0529,C193,2024-01-10,앱리뷰,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0530,C195,2024-11-17,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0531,C196,2024-07-18,이메일,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0532,C197,2024-06-01,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0533,C197,2024-06-29,앱리뷰,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0534,C197,2024-12-13,고객센터전화,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0535,C198,2024-10-28,SNS,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0536,C198,2024-08-06,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0537,C198,2024-08-08,고객센터전화,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0538,C199,2024-09-04,고객센터전화,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0539,C199,2024-03-18,고객센터전화,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0540,C199,2024-05-18,앱리뷰,칭찬,서비스,이번에 요금 정정 처리가 빠르게 돼서 정말 만족스러웠어요.,긍정
V0541,C199,2024-02-29,고객센터전화,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0542,C201,2024-01-13,이메일,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0543,C202,2024-11-28,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0544,C202,2024-12-26,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0545,C203,2024-11-28,앱리뷰,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0546,C204,2024-06-06,이메일,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0547,C204,2024-06-23,앱리뷰,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0548,C204,2024-03-18,앱리뷰,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0549,C204,2024-07-03,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0550,C205,2024-02-05,이메일,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0551,C205,2024-05-01,이메일,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0552,C206,2024-11-14,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0553,C207,2024-10-14,SNS,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0554,C207,2024-10-04,이메일,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0555,C207,2024-10-11,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0556,C207,2024-05-27,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0557,C208,2024-09-19,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0558,C209,2024-08-29,고객센터전화,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0559,C210,2024-10-29,고객센터전화,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0560,C210,2024-05-14,앱리뷰,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0561,C210,2024-12-31,SNS,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0562,C211,2024-10-25,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0563,C211,2024-01-20,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0564,C211,2024-11-09,앱리뷰,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0565,C212,2024-12-03,앱리뷰,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0566,C212,2024-05-22,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0567,C213,2024-02-16,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0568,C213,2024-08-19,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0569,C214,2024-11-12,앱리뷰,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0570,C214,2024-11-25,SNS,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0571,C214,2024-06-18,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0572,C214,2024-04-21,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0573,C215,2024-03-09,SNS,칭찬,서비스,앱 업데이트 후 많이 편해졌어요. 개발팀 수고하셨습니다.,긍정
V0574,C216,2024-02-21,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0575,C216,2024-12-10,이메일,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0576,C216,2024-10-21,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0577,C216,2024-11-01,SNS,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0578,C217,2024-07-19,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0579,C217,2024-01-04,앱리뷰,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0580,C217,2024-11-02,고객센터전화,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0581,C217,2024-10-26,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0582,C218,2024-02-18,이메일,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0583,C219,2024-11-08,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0584,C220,2024-03-15,SNS,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0585,C221,2024-04-07,SNS,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0586,C221,2024-09-28,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0587,C221,2024-08-19,고객센터전화,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0588,C222,2024-06-23,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0589,C222,2024-06-26,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0590,C222,2024-07-26,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0591,C222,2024-03-14,이메일,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0592,C222,2024-09-19,이메일,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0593,C222,2024-08-10,이메일,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0594,C223,2024-12-04,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0595,C223,2024-03-04,고객센터전화,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0596,C223,2024-05-10,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0597,C223,2024-04-03,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0598,C224,2024-10-25,SNS,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0599,C224,2024-10-22,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0600,C224,2024-06-05,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0601,C224,2024-10-28,앱리뷰,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0602,C225,2024-11-20,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0603,C225,2024-12-01,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0604,C225,2024-11-13,앱리뷰,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0605,C225,2024-11-13,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0606,C225,2024-11-24,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0607,C225,2024-10-21,이메일,제안,앱기능,요금 명세서를 그래프로 보여주는 기능이 있으면 좋겠어요.,중립
V0608,C226,2024-02-26,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0609,C226,2024-02-19,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0610,C226,2024-06-24,SNS,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0611,C226,2024-06-06,앱리뷰,제안,앱기능,요금 명세서를 그래프로 보여주는 기능이 있으면 좋겠어요.,중립
V0612,C227,2024-07-08,이메일,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0613,C227,2024-08-28,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0614,C227,2024-03-21,SNS,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0615,C228,2024-09-02,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0616,C228,2024-12-09,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0617,C228,2024-02-20,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0618,C228,2024-02-05,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0619,C229,2024-12-13,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0620,C229,2024-08-21,이메일,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0621,C231,2024-07-27,고객센터전화,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0622,C231,2024-12-09,SNS,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0623,C232,2024-10-13,이메일,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0624,C232,2024-10-06,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0625,C232,2024-07-08,고객센터전화,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0626,C232,2024-01-11,SNS,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0627,C233,2024-12-22,이메일,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0628,C233,2024-11-19,고객센터전화,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0629,C233,2024-06-15,고객센터전화,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0630,C233,2024-02-28,앱리뷰,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0631,C234,2024-08-05,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0632,C234,2024-05-25,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0633,C235,2024-07-09,이메일,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0634,C235,2024-02-04,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0635,C235,2024-03-24,고객센터전화,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0636,C235,2024-10-11,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0637,C236,2024-02-03,앱리뷰,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0638,C236,2024-03-15,고객센터전화,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0639,C237,2024-11-26,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0640,C237,2024-11-16,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0641,C237,2024-09-26,앱리뷰,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0642,C237,2024-04-08,SNS,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0643,C239,2024-02-25,SNS,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0644,C239,2024-04-28,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0645,C239,2024-04-17,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0646,C239,2024-10-28,SNS,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0647,C240,2024-04-26,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0648,C240,2024-03-14,고객센터전화,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0649,C241,2024-08-23,SNS,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0650,C241,2024-05-03,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0651,C241,2024-06-04,고객센터전화,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0652,C241,2024-04-03,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0653,C242,2024-05-04,이메일,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0654,C242,2024-09-06,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0655,C243,2024-07-16,이메일,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0656,C243,2024-08-06,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0657,C244,2024-08-27,앱리뷰,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0658,C244,2024-06-27,고객센터전화,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0659,C245,2024-06-20,고객센터전화,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0660,C245,2024-03-22,앱리뷰,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0661,C245,2024-04-16,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0662,C246,2024-06-27,SNS,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0663,C246,2024-08-18,앱리뷰,칭찬,앱기능,앱기능 관련하여 칭찬 사항을 전달드립니다.,긍정
V0664,C246,2024-07-16,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0665,C246,2024-08-10,고객센터전화,칭찬,앱기능,앱기능 관련하여 칭찬 사항을 전달드립니다.,긍정
V0666,C247,2024-04-20,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0667,C248,2024-02-13,고객센터전화,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0668,C249,2024-11-04,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0669,C249,2024-12-30,SNS,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0670,C250,2024-05-07,앱리뷰,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0671,C250,2024-07-26,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0672,C250,2024-07-27,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0673,C250,2024-07-05,고객센터전화,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0674,C251,2024-04-21,앱리뷰,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0675,C251,2024-11-26,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0676,C251,2024-08-22,고객센터전화,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0677,C251,2024-04-17,고객센터전화,칭찬,앱기능,앱기능 관련하여 칭찬 사항을 전달드립니다.,긍정
V0678,C251,2024-11-23,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0679,C251,2024-11-27,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0680,C252,2024-08-02,앱리뷰,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0681,C252,2024-11-23,고객센터전화,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0682,C252,2024-12-14,이메일,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
